f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,labels
94.444,97.778,97.778,88.611,65,77.222,90.278,97.5,98.611,98.889,98.889,81.389,96.944,61.111,77.778,97.5,98.333,97.5,93.056,64.722,55,64.722,94.167,96.389,79.722,71.389,62.5,52.5,95,97.778,97.778,96.944,80.833,62.222,49.444,95,98.333,97.222,96.944,98.056,90.556,45.278,39.167,80,96.667,97.778,97.222,94.722,34.722,E
46.389,96.389,98.611,98.056,98.611,97.5,50.278,95.556,97.222,98.889,97.778,98.889,97.778,90.278,96.944,98.889,98.333,98.611,97.778,93.889,73.056,96.667,98.611,97.222,98.333,96.667,75.833,59.722,96.389,98.889,96.944,97.5,96.111,77.778,64.722,96.667,98.889,97.778,99.444,97.778,89.444,96.667,94.167,98.333,98.611,98.333,98.333,96.111,46.111,F
35.833,41.389,48.611,65.556,57.5,42.5,34.444,43.056,50.278,57.5,67.778,60.833,49.722,40.556,54.444,59.722,65,71.111,69.444,59.167,45.833,73.333,70,71.944,76.111,97.778,97.5,77.222,86.389,78.333,77.222,80.833,97.222,97.222,96.111,60.556,83.056,81.389,83.333,88.333,94.722,96.389,36.111,47.778,97.5,84.722,88.056,92.222,93.056,G
97.778,98.056,97.778,98.333,93.056,37.5,30.833,96.944,98.889,97.5,98.889,97.222,93.611,36.389,80,98.056,98.889,98.333,98.333,97.222,45,43.056,51.111,57.222,62.222,68.611,94.444,50.278,37.778,44.167,49.444,55,63.056,94.167,54.167,33.889,39.167,43.611,47.5,56.389,94.167,57.5,30.278,33.889,38.056,41.111,45.278,92.5,65.833,H
67.5,53.333,48.333,45.833,41.389,37.778,31.389,70.278,61.944,56.667,53.611,49.444,45,36.389,72.222,67.5,62.222,60.556,57.222,55.833,52.5,77.778,81.111,98.333,99.167,98.333,98.333,96.111,83.611,91.111,96.944,91.667,61.667,53.611,45,95.556,92.778,97.778,90,51.667,44.444,38.056,77.222,97.5,97.222,58.889,43.056,37.778,33.056,I
31.667,37.222,45.833,90.278,72.222,68.056,60.833,37.5,44.444,67.222,73.056,68.056,60.833,52.5,42.778,51.944,83.333,71.944,64.722,55.556,47.5,50.556,63.889,75,72.222,62.778,51.944,43.056,96.111,97.778,90.833,95.556,67.222,47.5,36.389,97.5,91.389,98.333,93.889,93.056,36.944,32.5,63.056,95,65.278,45.556,35.556,32.778,29.444,J
43.611,96.389,98.611,98.333,98.889,97.778,56.944,96.389,97.778,98.889,98.056,98.889,97.778,94.722,96.667,98.333,97.222,99.444,97.778,98.056,96.111,96.389,97.778,97.222,99.444,97.222,98.333,95.833,96.667,98.333,96.944,99.444,97.778,97.778,95.278,96.667,96.944,98.611,98.333,97.5,97.222,66.111,68.056,97.778,97.778,97.778,97.778,64.167,35.556,A
96.111,81.667,84.167,95,93.056,42.222,35.278,63.333,75.833,81.389,85.556,87.778,95,43.889,61.389,72.5,80.833,84.722,88.611,90.556,93.611,65.556,80.556,97.778,98.889,98.333,98.889,97.778,96.667,97.778,98.889,98.333,98.889,97.778,94.722,97.222,98.889,98.333,98.889,98.333,95.556,43.889,96.667,98.056,98.333,98.056,93.889,41.389,34.167,B
96.944,94.722,93.889,41.944,36.389,33.056,29.722,63.889,74.167,79.722,55.278,43.056,36.667,33.611,58.889,69.444,89.444,59.722,48.611,41.389,37.222,56.667,79.167,72.222,61.944,53.333,47.5,39.722,59.722,85.556,71.944,64.444,58.611,50.833,43.889,85,77.5,73.333,67.778,63.611,56.389,48.889,36.944,96.389,97.778,98.056,95,65.278,59.167,C
45,49.167,51.389,53.889,56.111,94.722,96.667,59.167,57.5,56.389,59.444,88.611,96.667,96.667,72.778,66.944,66.111,70,97.222,97.222,95,77.778,72.778,73.889,77.5,97.222,97.778,90,90,77.778,79.722,81.944,91.389,96.667,45.556,76.667,82.778,81.667,84.722,90.833,90,39.167,37.778,95.556,85,87.5,95.833,41.667,33.056,D
96.111,98.056,98.889,98.889,98.889,98.333,93.611,96.667,98.333,96.389,97.222,98.889,97.778,94.722,95.278,97.5,98.889,96.944,98.611,97.778,92.5,55.556,96.944,98.333,98.333,98.056,93.889,63.889,48.611,68.611,96.944,97.778,98.333,97.778,80,41.944,91.944,97.222,98.333,97.5,98.889,96.667,34.722,66.389,97.778,97.5,98.056,98.056,70,E
36.667,47.222,96.389,97.778,96.944,46.667,33.611,45,95,98.333,98.056,97.5,97.5,45.278,94.167,98.333,98.889,97.778,98.889,96.944,73.611,97.5,97.778,98.333,97.778,90,81.111,61.389,97.778,98.889,98.889,99.167,97.778,97.778,96.111,96.667,98.333,97.5,99.444,98.889,98.056,96.667,45,95,98.333,98.333,98.611,98.333,93.056,F
33.611,38.889,44.167,51.111,96.667,96.944,52.222,38.889,45.556,51.667,94.167,93.333,78.889,54.722,46.111,53.056,60,95.278,80,70.556,58.611,58.611,61.944,79.444,95.833,80.556,75,66.944,94.722,73.333,81.667,99.444,98.056,98.333,97.778,93.611,97.5,84.167,94.444,98.889,98.056,92.5,40.556,95,98.056,91.111,97.5,93.889,38.056,G
96.111,98.056,98.889,98.889,98.889,98.056,93.611,97.222,98.333,98.889,99.444,98.333,98.611,97.222,50.833,60,65.556,69.167,73.889,79.722,93.889,43.889,51.389,58.611,64.167,70.556,93.333,66.389,39.444,46.389,52.778,59.722,68.333,95,48.611,35.556,41.389,46.111,55,70.278,93.889,43.889,30.556,35.556,39.722,47.222,91.667,90,36.111,H
89.444,55.556,49.444,46.111,41.111,38.056,32.222,78.611,62.778,56.667,53.889,48.889,44.722,37.222,75,67.778,63.056,61.111,57.222,55.278,49.167,79.444,81.944,98.333,99.167,98.333,97.778,96.111,84.722,89.444,97.222,96.667,65.833,55.833,45,96.111,92.5,96.944,95.833,57.778,46.667,38.611,43.056,96.667,95.833,95,46.389,39.167,33.611,I
69.167,93.056,93.056,48.056,43.056,38.889,32.5,65.833,76.944,82.222,86.389,91.667,53.889,38.889,69.167,78.611,85.833,88.611,90,89.722,92.5,97.778,98.333,98.056,99.444,98.056,90.833,91.667,96.389,98.333,97.778,89.722,91.111,92.778,93.333,55.278,70.556,82.5,89.722,96.389,90,92.5,43.056,72.5,94.167,95,84.722,86.667,36.944,J
47.778,97.5,98.889,97.778,98.611,96.389,45.278,95.556,98.333,97.5,97.5,96.389,96.944,95.556,97.222,98.056,98.333,99.444,97.222,96.389,96.111,96.111,97.5,96.667,98.889,96.667,96.944,95,95.556,96.111,95.833,97.5,97.778,97.5,93.611,93.333,97.222,98.611,96.944,98.056,96.667,53.056,38.889,95.833,96.667,98.333,97.5,70.556,34.722,A
96.111,97.5,96.389,48.333,43.889,40,34.167,53.611,68.611,80.556,96.111,54.722,47.222,40.833,48.333,56.667,65,73.611,95.556,79.167,54.167,44.167,52.222,61.944,73.056,96.111,97.222,92.5,40,46.944,60.556,95,97.778,97.778,95,34.722,40.833,65.278,97.778,98.333,97.778,97.222,31.667,35,41.111,96.111,97.778,97.778,92.778,B
94.444,87.5,46.389,39.167,35,33.056,29.167,73.056,77.222,54.167,45.278,40.556,37.5,31.944,58.889,70.833,58.611,50.278,44.722,41.389,35,60.278,86.667,61.944,55.556,49.167,43.056,38.056,85.278,71.667,65.278,58.889,55,48.889,42.222,92.5,74.167,69.167,64.722,60,54.167,46.389,47.5,50.278,81.111,97.778,97.5,80.556,57.222,C
43.889,91.944,87.222,83.056,70.556,48.889,37.222,93.611,89.722,86.389,80.833,69.722,55,42.778,91.667,91.667,90.278,98.889,96.944,80.278,48.611,92.222,92.778,96.111,96.667,97.778,97.5,78.889,95.833,96.944,96.667,98.333,97.222,97.5,96.944,92.778,97.222,96.667,98.056,97.222,96.111,94.722,39.722,94.167,98.333,97.5,98.611,97.5,67.5,D
96.667,98.056,63.889,61.944,62.222,70.278,86.111,96.667,90.833,77.778,71.944,71.944,76.111,95.833,71.111,97.222,82.222,78.889,78.611,96.111,53.333,58.889,78.056,96.667,82.778,93.333,56.389,46.944,58.333,80,96.389,96.667,67.5,50.833,41.667,65.278,95.833,98.056,97.778,90.833,43.611,36.389,77.778,97.5,97.778,96.667,44.167,36.667,31.667,E
43.889,95,98.333,98.056,98.333,97.5,77.5,94.444,97.778,98.889,97.5,98.889,97.5,90.556,96.667,98.889,97.222,98.333,97.778,97.5,94.444,96.667,98.611,97.778,98.333,97.778,97.778,94.444,97.222,98.333,98.333,99.167,97.778,98.056,96.389,96.667,97.778,97.5,98.889,97.778,97.5,94.444,96.389,98.333,98.611,98.611,98.333,96.111,40.278,F
37.222,46.667,50.278,55.278,78.333,89.444,41.111,96.111,61.111,60.833,64.722,73.611,94.167,47.5,85.556,75.833,71.944,73.889,85,96.667,55.833,85.556,82.222,78.611,80.556,88.611,97.778,96.667,92.222,85.278,82.222,84.167,84.722,98.333,96.667,92.778,96.944,85.556,86.389,86.944,95.278,97.222,38.056,46.667,96.944,98.333,98.333,98.056,96.111,G
97.5,98.889,98.333,98.889,98.333,94.167,46.389,97.5,98.889,98.889,99.444,98.333,98.611,97.5,56.389,62.5,66.944,70,74.167,80,94.167,45.556,53.056,60.278,64.722,71.389,81.667,93.889,39.722,46.111,53.611,60.833,68.889,91.667,90,35.556,41.667,47.5,55,67.778,95,44.444,30.556,35.833,39.444,46.111,85.833,89.722,37.5,H
66.667,54.444,48.056,45.278,40.556,37.222,30.833,68.889,61.389,55.556,52.5,47.5,43.611,35.556,71.389,66.667,61.944,59.167,54.722,51.944,44.167,79.722,98.333,98.333,99.444,98.333,98.889,97.778,87.222,98.056,97.222,95.556,62.5,55.833,48.889,90.278,97.222,97.222,93.056,53.056,46.389,39.167,93.611,96.944,97.222,60,44.444,39.167,33.889,I
35,43.056,78.056,60.278,45.556,37.5,33.333,40.833,50.556,64.444,75,52.778,45,37.5,47.222,55.556,66.667,76.111,78.056,51.389,42.778,52.778,65.278,74.167,79.167,84.722,94.722,49.167,95.278,97.5,89.722,98.056,88.333,89.167,95,94.167,76.389,84.444,97.222,95.556,91.944,94.722,47.778,66.389,89.722,96.111,52.778,45.556,38.611,J
88.611,98.056,98.333,98.056,97.778,55.833,38.889,96.944,98.056,98.889,98.611,97.5,97.5,78.889,96.667,98.333,97.778,99.444,97.778,98.333,96.389,96.667,98.333,96.944,99.444,97.778,97.778,95.556,96.667,98.333,98.889,97.778,97.778,97.778,94.444,95.278,97.778,98.056,97.5,98.056,95.556,43.056,43.333,96.667,97.778,97.778,96.111,43.056,33.611,A
96.111,76.944,48.056,43.889,38.611,32.778,29.444,56.944,93.056,58.333,52.222,47.222,38.056,32.778,49.722,59.167,96.944,72.222,80.833,56.111,36.389,45.278,54.167,92.222,96.667,85.833,74.722,49.444,40.556,49.444,94.167,97.778,97.222,78.889,56.667,35.556,42.222,92.778,97.778,98.333,97.222,95,31.111,35.278,42.5,97.5,98.056,98.333,97.778,B
94.444,89.444,88.056,77.778,38.611,34.444,30.833,88.333,81.111,81.944,95.833,47.778,38.889,33.889,65.278,73.611,78.889,81.944,55.833,43.333,37.222,58.611,69.167,76.389,90.556,60,49.722,41.111,56.111,68.611,78.611,89.444,63.611,55,46.944,58.611,91.111,89.444,76.389,67.222,61.111,51.389,77.778,98.056,98.889,98.333,98.611,97.778,64.444,C
96.111,83.056,69.722,68.056,98.611,96.944,45,97.778,84.444,79.722,98.889,97.778,96.111,96.111,89.722,86.667,86.389,99.444,97.778,95.556,95.556,97.778,90,98.333,99.444,97.778,95.278,95.278,95.833,91.111,97.222,94.444,93.333,94.722,97.222,68.056,97.222,98.889,89.167,91.944,95,95,36.111,49.722,96.944,79.444,91.667,96.667,42.5,D
58.333,96.667,97.778,97.778,91.111,54.722,43.889,96.111,97.778,98.611,97.778,95.833,66.944,60.556,70,97.222,97.778,95,74.167,67.222,58.611,86.389,96.944,96.111,79.444,71.389,61.389,50.833,97.778,98.333,98.056,97.5,73.611,56.389,45.556,96.944,98.056,98.333,98.333,96.667,51.944,38.889,79.444,97.5,98.056,97.5,96.111,40,32.778,E
33.333,39.722,57.5,97.222,97.778,94.444,44.167,41.111,96.111,98.333,98.056,98.056,92.778,93.611,92.778,97.778,98.056,98.333,93.611,89.444,86.667,96.111,97.5,98.056,97.778,95.556,95.278,68.056,97.778,98.889,98.333,98.889,97.778,97.222,58.056,96.944,98.056,98.333,98.889,97.222,96.389,41.111,94.167,98.056,98.333,97.778,96.667,41.389,32.778,F
36.944,43.611,47.5,50.833,57.222,94.444,51.944,48.056,53.333,56.389,59.722,66.111,94.444,54.722,66.667,62.5,62.222,66.111,69.444,78.056,58.333,76.667,71.944,70,73.611,83.611,78.333,72.222,80.833,78.889,76.389,78.611,88.056,87.222,96.944,95.556,82.222,81.667,80.278,84.722,97.5,94.444,46.667,96.944,84.167,83.889,97.778,96.111,39.722,G
95.556,97.778,98.333,96.944,60.833,55.556,53.056,97.778,98.889,98.333,99.167,98.056,69.167,65.556,97.222,97.778,98.333,98.333,91.111,60.556,51.389,56.111,69.167,76.944,95.833,90,53.611,45.278,49.167,60,77.222,94.444,58.333,48.056,40.833,43.889,55.833,94.444,83.889,53.889,41.667,36.667,37.222,50.833,95.556,92.778,42.5,36.667,31.944,H
94.444,97.222,90.556,50.556,45,40,33.889,96.667,97.222,77.5,60.278,52.778,48.056,39.722,74.722,95.833,75.278,66.667,61.667,57.5,51.389,57.778,95.833,98.056,98.333,96.667,67.222,61.667,53.889,96.667,97.778,97.222,78.889,55,45.833,50.278,96.667,97.778,97.222,61.111,44.167,37.778,42.222,95.833,96.389,53.333,42.5,37.778,32.778,I
35.556,45,58.333,80,87.222,89.722,88.333,42.5,52.778,62.5,75.278,81.944,86.389,88.889,50,62.778,68.889,76.667,81.111,84.722,86.389,96.389,96.667,98.889,97.778,87.778,87.222,64.722,97.222,98.611,88.056,98.889,91.389,59.722,41.389,80,97.5,76.667,96.389,55,43.611,36.944,39.167,49.167,68.889,88.889,43.611,36.944,32.222,J
35.278,43.056,65.556,96.389,97.778,97.222,57.5,42.222,52.5,95,98.333,98.333,97.778,97.222,48.889,96.111,97.222,98.889,98.333,98.889,97.222,95,97.778,97.778,99.167,98.333,98.333,97.222,96.667,98.333,97.222,99.444,97.778,97.778,95.833,96.944,98.333,97.5,98.889,97.778,97.778,94.722,96.667,98.611,98.056,98.333,97.778,57.222,38.611,A
95,55.556,49.444,46.111,42.222,38.056,32.5,59.722,95,56.944,53.333,50,45.278,38.333,52.778,62.778,95.278,80,57.778,55.556,51.389,49.444,59.722,79.722,96.667,97.5,96.111,75.833,45.278,58.333,97.222,97.778,98.056,97.5,71.389,39.444,63.889,96.944,98.889,98.333,98.333,96.111,33.056,39.444,97.222,98.333,98.333,98.333,97.222,B
96.111,85.278,97.778,93.611,38.889,34.444,31.111,76.667,76.111,78.333,93.056,48.889,39.167,33.333,60,68.889,76.667,88.333,54.444,45.833,38.333,53.889,64.167,92.222,67.778,58.611,50,43.333,49.722,61.944,88.889,69.167,62.778,56.111,46.389,45,66.944,77.222,72.222,66.944,62.5,53.056,40.278,92.778,80.278,78.611,98.056,98.611,96.667,C
44.722,51.389,53.611,55.556,67.5,95.833,58.889,71.389,62.778,62.5,64.444,96.111,97.778,95,77.5,71.667,70.556,75.556,85,96.667,95,81.111,79.444,77.222,81.389,83.889,91.667,92.778,83.611,83.333,81.389,84.722,85.556,90.278,95,96.944,85,86.111,86.389,87.778,89.722,90,92.222,87.778,87.222,87.222,97.5,47.778,35.556,D
96.944,97.5,95.556,54.444,48.889,44.444,38.611,96.111,96.944,96.944,73.056,58.333,55.278,52.222,93.611,98.056,98.056,85.556,96.667,60.556,54.444,64.722,95.833,95.556,65.278,58.889,52.5,44.722,73.611,96.111,76.111,60.833,52.5,46.111,38.889,97.222,97.778,94.722,54.444,45.833,40,35.556,96.944,97.222,70.556,45,39.722,35.278,30.556,E
38.056,86.944,97.5,98.333,96.944,55.278,36.944,86.944,97.222,98.333,97.222,96.111,56.944,43.889,97.222,96.944,97.778,97.778,81.944,60.556,48.889,97.778,96.111,96.111,97.222,72.5,65,54.444,97.778,96.389,96.389,97.5,76.389,71.944,65.833,96.667,98.333,98.889,98.056,97.5,97.778,93.333,77.778,98.056,98.333,97.778,97.5,49.444,40,F
96.667,85.556,71.667,65.833,69.722,96.944,52.778,97.778,85.833,78.889,75.833,96.667,76.389,56.667,89.444,86.111,81.944,85.556,92.778,78.056,65.278,91.389,88.333,86.944,90,97.778,90.278,97.222,96.667,89.167,90.278,89.722,98.889,97.778,96.667,92.222,98.333,92.5,88.333,95.833,97.222,66.944,36.944,80,88.611,87.222,96.944,68.333,36.111,G
47.778,97.5,98.889,98.333,98.889,98.056,77.5,95.556,97.778,98.889,97.222,98.889,97.778,94.722,97.222,98.889,98.333,99.444,97.778,98.056,96.667,94.167,98.333,98.889,98.333,98.889,98.333,95.556,40.556,48.889,56.667,60.556,66.944,79.167,89.444,35.556,40.278,47.5,51.944,60,75.833,89.444,31.389,35.556,40.278,43.333,50.278,77.222,93.889,H
89.444,56.944,49.444,45.556,40.833,36.944,31.667,89.167,63.056,57.222,53.056,47.778,43.611,36.944,91.111,67.778,63.889,58.611,55.556,52.222,45.833,97.778,98.889,98.889,99.444,98.889,98.889,97.778,95.278,96.389,70.278,60,55,51.667,45.278,96.111,96.111,59.722,51.667,47.5,43.611,36.944,96.111,67.778,47.222,44.167,41.111,36.667,31.389,I
75.833,55.833,48.056,44.167,39.167,36.111,30.556,64.722,94.444,56.389,51.389,46.667,42.5,36.111,61.667,69.722,78.611,85.278,78.333,50,41.944,59.722,69.167,76.389,82.778,86.667,88.889,90.556,61.944,75.833,80.833,85.278,86.944,88.333,89.444,94.167,79.722,76.944,96.667,92.222,90.278,67.5,96.111,69.167,61.389,85,96.944,70.556,37.222,J
37.778,88.611,98.056,98.056,97.778,96.944,44.167,85.556,93.889,93.889,93.056,95,93.889,93.611,93.333,93.889,93.056,93.611,91.667,89.722,90.278,94.722,95.556,94.444,94.444,91.667,88.889,79.167,93.611,93.333,93.333,94.444,90.278,89.167,86.944,93.889,94.722,93.889,93.889,93.333,93.889,89.722,79.444,95.833,95.556,95.278,95.556,47.5,37.5,A
97.778,87.222,86.667,98.056,77.778,39.167,33.611,80.556,80.278,80.556,86.111,86.389,92.5,40.278,61.389,72.222,80.556,84.167,88.333,90.833,91.389,54.444,68.889,80.278,90.278,92.778,94.444,93.889,50.833,76.111,96.667,98.889,97.778,98.889,97.778,45,95.556,97.778,98.056,96.944,97.222,95.278,35.833,93.611,98.056,98.056,97.5,94.444,40.278,B
36.944,95.833,97.5,97.778,94.167,40.556,33.889,57.222,95.833,98.056,94.444,95.556,48.333,39.167,54.167,69.167,80.278,85.556,92.222,52.5,43.056,57.5,68.333,76.389,81.944,88.889,56.389,47.5,62.5,71.944,78.333,92.778,71.389,61.389,51.667,96.389,80,95.278,83.333,74.722,68.333,62.222,97.5,98.611,98.889,98.611,79.722,98.611,97.5,C
83.056,62.778,50.556,44.444,39.722,34.444,30.278,77.5,67.778,60.278,52.778,48.056,40.833,34.167,76.667,71.944,67.222,65.833,66.111,94.167,40,79.444,77.778,76.389,80.278,97.5,97.778,93.611,96.944,82.5,82.778,86.944,93.333,98.056,96.667,90.278,85,85.278,89.444,91.389,98.056,96.389,76.944,87.222,89.167,89.722,92.778,94.167,51.111,D
48.333,96.667,98.333,97.222,69.444,53.333,45,96.111,98.056,98.611,97.778,75,66.389,65.833,96.944,97.778,97.778,93.889,62.778,56.944,49.722,82.5,96.667,73.889,62.5,56.944,50.278,42.5,96.389,96.111,71.389,58.611,51.111,44.444,37.778,96.667,97.778,90.556,52.5,43.889,39.444,33.611,97.222,97.778,90.556,43.056,38.056,34.444,29.722,E
38.333,86.389,96.944,96.667,56.389,46.667,38.333,51.667,96.389,98.333,97.778,96.111,60.556,53.056,92.222,98.333,98.333,98.056,98.889,97.778,96.944,97.5,97.778,98.611,98.056,84.167,77.222,58.889,96.667,98.056,97.222,91.667,84.444,70.556,50.556,97.5,98.889,97.5,98.889,97.222,95,40.556,96.667,98.056,98.333,98.056,96.111,38.611,32.222,F
52.222,61.667,94.167,56.667,44.444,36.944,32.778,97.222,80,96.667,62.222,53.056,45,38.056,97.222,92.222,96.111,67.222,58.889,50.833,43.056,95.833,95.278,97.778,98.889,97.5,79.444,50.278,96.944,96.111,98.889,99.444,98.889,97.778,96.667,96.389,96.389,96.667,99.444,97.222,98.333,96.667,96.389,96.944,98.056,98.611,98.889,98.056,92.778,G
97.5,98.889,97.778,98.889,97.222,93.611,42.5,97.222,98.333,98.333,99.444,97.778,97.5,95.833,51.389,97.5,98.611,98.333,98.889,97.778,95.278,41.389,48.611,55.833,61.111,65.278,69.444,93.889,36.667,42.778,47.222,53.611,58.889,65.278,90.833,32.5,38.333,41.944,47.5,51.944,61.111,73.056,29.167,33.611,36.389,40.278,44.722,52.5,83.611,H
95.556,63.333,51.667,46.667,42.5,37.778,32.5,73.889,68.333,60.278,53.889,50.278,44.167,37.778,90.556,71.667,65.278,61.111,58.611,53.889,46.944,96.111,98.333,98.889,98.889,98.889,98.611,97.5,96.667,97.778,97.778,96.944,69.167,53.889,46.111,97.222,97.778,98.056,97.5,51.944,44.722,37.778,93.611,97.5,96.944,49.444,43.333,38.056,33.056,I
49.722,94.722,86.389,87.5,94.167,41.944,34.167,53.889,71.111,81.111,86.111,88.889,94.444,42.778,58.611,71.944,81.667,85.278,88.611,90.556,91.944,96.111,97.778,97.778,96.111,92.222,92.5,96.389,97.222,97.778,97.222,99.444,97.778,95.556,96.667,97.222,98.056,97.778,99.444,98.333,98.333,97.222,45.833,56.944,95.556,97.778,98.056,96.667,43.611,J
36.111,57.222,96.667,98.056,97.5,80,39.444,46.111,95,98.333,98.056,97.778,98.333,90.556,91.944,97.778,98.611,96.944,98.889,97.222,95,95.556,97.778,97.778,98.889,98.056,98.056,96.667,96.944,98.333,98.333,98.889,97.778,98.056,95.278,97.222,98.333,98.889,98.889,97.778,97.222,56.389,96.111,98.333,98.333,98.056,97.5,50.556,35.833,A
97.778,91.111,89.444,98.333,96.667,43.333,35.556,83.611,82.778,85.556,88.611,89.167,96.389,45,68.056,78.056,84.722,88.611,91.389,92.5,94.444,64.444,79.722,90.278,92.5,93.056,94.444,95.556,92.778,98.333,98.889,98.056,98.889,98.333,95.556,96.667,98.333,98.889,98.889,98.889,97.222,55.278,94.167,98.056,98.056,97.222,63.056,43.333,33.889,B
96.389,84.722,94.444,44.722,38.611,34.722,31.111,71.667,75.278,78.889,58.056,44.444,39.167,35,58.889,69.722,76.389,87.778,51.389,45,36.667,54.444,66.944,74.167,84.444,56.667,50.278,41.389,53.333,68.056,76.389,88.056,63.611,58.056,49.167,54.167,76.667,87.222,77.222,69.722,66.667,64.167,64.167,97.222,98.889,80,78.333,97.5,53.889,C
83.056,63.889,58.889,61.111,91.667,96.111,40.556,80.556,72.222,70.833,98.889,97.778,97.778,93.056,96.111,79.722,81.389,90,98.333,97.778,96.944,67.222,83.889,84.167,89.722,98.889,96.944,96.389,43.889,94.722,88.889,90.278,93.056,97.5,90.278,38.333,67.778,96.944,92.222,93.611,96.111,39.444,33.333,39.444,92.222,91.667,95,40.556,33.889,D
96.667,98.333,98.611,98.889,98.333,96.389,42.222,96.111,98.333,98.889,98.611,98.889,97.5,79.444,61.111,97.5,98.611,98.333,98.889,98.333,93.056,58.611,75.833,95.556,97.222,95.556,73.056,59.722,64.167,97.778,98.056,98.333,98.333,95.556,55,92.222,98.333,98.889,98.333,98.611,97.5,53.056,39.722,97.222,98.056,98.333,98.333,96.111,33.333,E
39.444,94.444,97.778,97.222,68.333,52.5,43.889,68.889,97.778,98.889,98.889,98.889,97.778,97.222,96.111,98.333,98.889,97.5,98.611,96.944,76.111,97.222,98.333,97.778,96.111,85.556,83.056,96.944,96.944,97.5,92.778,90.556,85.833,77.778,63.056,97.5,98.333,96.944,93.333,90.833,84.167,53.611,94.167,98.333,98.611,97.778,98.056,68.889,34.444,F
34.722,43.056,47.5,52.778,64.444,88.889,63.611,47.5,55.278,58.611,63.056,93.611,83.889,62.222,97.5,71.389,68.611,71.111,96.111,80.833,74.444,88.333,80.278,76.667,78.611,97.778,90.833,96.944,88.056,84.722,81.944,93.611,97.778,97.778,95,88.611,87.222,84.722,89.722,97.222,95.556,40.278,97.222,87.778,87.778,89.722,64.722,40,32.5,G
48.889,96.667,98.333,97.778,95.556,41.389,33.611,97.5,98.889,98.333,98.333,97.222,48.611,39.444,97.778,98.889,98.333,98.611,96.389,55,43.889,97.5,98.611,98.333,98.611,97.5,78.611,48.056,50.278,58.611,66.389,91.111,84.167,65.833,50.833,41.944,50,59.167,92.778,77.778,69.722,58.611,35.278,41.667,51.667,95.833,81.944,85.833,95.833,H
94.444,56.111,47.5,43.333,40,35.556,31.111,95,64.167,55.278,50.556,46.111,41.111,35.556,93.333,68.056,61.944,57.222,53.056,47.778,40.278,96.667,97.222,68.056,64.722,61.389,57.222,51.389,97.5,98.056,76.667,68.333,62.222,59.444,56.944,96.667,96.667,80.278,59.167,53.333,48.889,41.944,93.611,96.667,64.167,48.333,45,40.556,34.167,I
49.722,73.056,83.889,92.778,45.833,37.778,31.944,58.056,74.444,83.611,88.333,95,55.833,37.222,96.389,98.333,98.889,98.889,94.167,97.222,50.278,97.222,97.778,98.333,98.889,97.778,96.667,95.556,95.556,97.778,94.167,99.167,98.889,98.333,96.667,60.556,84.167,96.944,97.778,98.333,97.5,64.722,40.556,97.5,97.778,98.333,98.333,93.056,37.778,J
38.056,86.944,97.5,98.333,97.778,91.111,39.444,86.389,98.056,98.889,97.778,98.333,96.111,47.222,96.667,97.5,98.889,98.333,98.889,97.778,93.333,96.667,98.333,98.333,99.444,97.778,97.778,96.111,96.111,97.778,97.778,99.444,98.889,98.333,96.944,77.222,97.5,98.889,98.333,98.889,97.778,95.556,35.833,77.778,98.056,98.333,98.056,97.5,42.778,A
97.778,97.5,94.167,98.611,96.389,45,36.111,96.111,89.722,90.833,91.111,91.667,94.722,56.389,66.667,82.222,88.889,91.944,93.056,94.444,94.722,72.222,88.889,97.222,98.333,95.556,96.111,95.278,97.222,97.778,98.889,99.444,98.056,97.778,96.944,97.222,98.333,98.333,98.889,97.5,96.944,45.556,96.111,98.056,98.333,97.5,69.167,41.667,34.722,B
97.222,98.333,97.222,56.111,40,34.722,31.111,96.667,98.333,96.667,59.722,46.111,39.722,35.278,93.333,97.778,96.944,60.278,52.222,43.889,38.889,55.278,77.222,94.444,63.056,56.111,49.444,42.222,41.111,96.111,93.889,66.389,60.833,54.167,46.111,34.167,41.944,79.167,96.389,67.5,60.278,51.667,30.278,34.167,40.556,45.278,79.444,96.944,94.444,C
61.944,56.111,53.056,53.056,50,37.5,28.611,82.222,66.111,65,65.833,93.889,96.389,45.556,77.222,73.333,72.778,74.722,89.722,97.222,95,44.722,91.389,77.778,81.111,88.889,96.944,96.667,40,77.222,86.389,84.722,86.944,96.944,96.667,35.833,41.389,93.056,86.389,88.889,92.778,97.5,31.944,36.111,42.778,96.111,97.778,97.778,92.778,D
96.944,98.333,98.889,98.889,98.889,98.056,90.556,97.222,98.333,98.889,98.611,98.889,97.778,93.056,96.111,98.333,98.889,98.611,98.889,98.333,96.389,57.5,89.444,97.5,97.5,89.722,80.833,68.056,52.5,97.222,98.333,98.333,98.889,97.778,67.222,45.833,96.667,98.333,97.778,98.889,98.333,95,36.667,79.444,98.056,98.889,98.333,98.889,97.5,E
